issued,describedByType,systemOfRecords,references,landingPage,title,theme,spatial,programCode,describedBy,description,language,isPartOf,bureauCode,contactPoint,accessLevel,publisher,keyword,license,rights,modified,accrualPeriodicity,dataQuality,distribution,identifier 
,,,,,Food Distribution Program on Indian Reservations Program Fact Sheet,,United States,['005:055'],,"This fact sheet describes what FDPIR is, who is eligible for the program, and what foods are available through the program.  The fact sheet also provides the number of participants, information about health and nutrition, and resources for supplemental information.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['FDPIR', 'Health and Nutrition', 'Participants', 'Supplemental Information', 'foods']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-07-14,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/pfs-fdpir.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Food Distribution Program on Indian Reservations Program Fact Sheet'}]",USDA-FNS-73
,,,,,Food Distribution Program on Indian Reservations: Persons Participating,,United States,['005:055'],,Provide Persons participating in Food Distribution Program on Indian Reserves on State level.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['FNS', 'Food Distribution Program', 'Indian Reserves', 'Persons Participating', 'State Level']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-08-08,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/pd/21irpart.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Food Distribution Program on Indian Reservations: Persons Participating'}]",USDA-FNS-53
,,,,,Food-a-pedia,,United States,['005:057'],,"Find the calorie content of any food or beverage using the Food-a-pedia, looking at the Nutrition Facts label, or checking product or restaurant websites",,,['005:84'],"{'hasEmail': 'mailto:Jackie.Haven@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jackie Haven'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Child Nutrition', 'beverage', 'calorie', 'food', 'health', 'label']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-07-14,,,"[{'downloadURL': 'https://www.supertracker.usda.gov/foodapedia.aspx', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Food-a-pedia'}]",USDA-FNS-16
,,,,,Frozen Fruit Products in the National School Lunch and School Breakfast Programs in School Year 2014-2015 Memo,,,['005:054'],,"This memorandum extends the provisions to serve frozen fruit with added sugar in the National School Lunch Program (NSLP) published on September 11, 2012.  The memo describes the standards that frozen fruit served as part of the national school lunch and school breakfast programs needs to meet.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Chairman s Memoranda', 'FNS', 'Frozen Fruit', 'National School Lunch Program', 'Sugar', 'school breakfast programs']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2013-06-25,,True,"[{'description': 'Frozen Fruit Products in the National School Lunch and School Breakfast Programs in School Year 2014-2015 Memo', 'format': 'PDF', 'title': 'Frozen Fruit Products in the National School Lunch and School Breakfast Programs in School Year 2014-2015 Memo', 'mediaType': 'application/pdf', 'downloadURL': 'http://www.fns.usda.gov/sites/default/files/SP49-2013os.pdf', '@type': 'dcat:Distribution'}]",USDA-FNS-86
,,,,,HUSSC Award Winning Schools,,,['005:054'],,"Schools have the opportunity to become certified as Bronze, Silver, Gold, or Gold of Distinction Schools, depending on meeting certain criteria. We are pleased to share the names of those schools that have achieved certification as a Bronze, Silver, Gold, or Gold of Distinction School.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Award', 'Distinction', 'HUSSC', 'Schools']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-06-05,,True,"[{'accessURL': 'http://www.fns.usda.gov/hussc/award-winning-schools', 'description': 'HUSSC Award Winning Schools', '@type': 'dcat:Distribution', 'title': 'HUSSC Award Winning Schools'}]",USDA-FNS-93
,,,,,Healthy Access Locator,,United States,['005:056'],,"Healthy Access Locator map can be used to view schools that have received a Healthier US Schools Challenge Award (HUSSC). To get started, click on Search Awards and enter your search criteria. When the information displays on the map, you can click a star for additional details or see a summary of your results below the map. You can also use the Data Layers feature to display different data layers on obesity and diabetes prevalence, SNAP Participation Rates, and SNAP Outreach Plans by states. (HUSSC Awards as of May 30, 2013).",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['SNAP', 'diabetes', 'health', 'map', 'obesity', 'rates']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2013-08-11,,True,"[{'downloadURL': 'http://www.fns.usda.gov/healthy-access-locator', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Healthy Access Locator'}]",USDA-FNS-29
,,,,,Information and Guidance on the Domestic Beef Market,,,['005:054'],,"This memorandum provides information and guidance to State agencies and School Food Authorities (SFAs) on the current status of the domestic beef market.  Despite an increase in wholesale prices for ground beef, the USDA  is continually encouraging schools to purchase and use beef in their menus as a good source of lean protein.  The USDA is also offering guidance on ways that schools can ensure the resources needed to provide students with healthy, balanced meals.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Beef Market', 'FNS', 'Memo', 'Prices', 'School Food Authorities', 'State Agencies']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-09-22,,True,"[{'description': 'Information and Guidance on the Domestic Beef Market', 'format': 'PDF', 'title': 'Information and Guidance on the Domestic Beef Market', 'mediaType': 'application/pdf', 'downloadURL': 'http://www.fns.usda.gov/sites/default/files/fdd/SP66-2014s.pdf', '@type': 'dcat:Distribution'}]",USDA-FNS-78
,,,,,Measuring the Effect of SNAP Participation on Food Security,,United States,['005:056'],,"SNAP is designed to reduce food insecurity – reduced food intake or disrupted eating patterns in a household due to lack of money or other resources – but data quantifying this effect is limited. The objectives of this study were to: Assess how food security and food expenditures vary with SNAP participation. Examine how relationships between SNAP and food security and between SNAP and food expenditures vary by household characteristics and circumstances. Estimating the effect of SNAP on food insecurity using household survey data is challenging because households that choose to participate in SNAP can differ in systematic ways from households that do not participate, making it hard to distinguish the impact of SNAP from these other factors. This study sought to control for the SNAP participation “selection bias” by comparing information collected from households within days of entering the program (new entrants) to information obtained after about 6 months of participation.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['FNS', 'Food security', 'SNAP', 'household']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2013-08-16,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/Measuring2013.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Measuring the Effect of SNAP Participation on Food Security'}]",USDA-FNS-42
,,,,,My Cookbook,,United States,['005:056'],,"My Cookbook is an online tool that helps you compile your favorite recipes in one central place and search SNAP, household, and quantity recipes. You can also submit personal recipes to the repository and browse submitted cookbooks.  My Cookbook also provides USDA Foods Fact Sheets.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Cookbook', 'FNS', 'Household', 'Recipes', 'SNAP', 'USDA', 'food']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-08-08,,True,"[{'downloadURL': 'http://www.whatscooking.fns.usda.gov/cookbook', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'My Cookbook'}]",USDA-FNS-64
,,,,,MyPyramid Food Raw Data,,United States,['005:057'],,"MyPyramid Food Data provides information on the total calories; calories from solid fats, added sugars, and alcohol (extras); MyPyramid food group and subgroup amounts; and saturated fat content of over 1,000 commonly eaten foods with corresponding commonly used portion amounts. This information is key to help consumers meet the recommendations of the Dietary Guidelines for Americans and manage their weight by understanding how many calories are consumed from ""extras."" CNPP has created an interactive tool from this data set available on the web at MyFood-a-pedia.gov. A mobile version is coming soon to provide consumers with assistance on-the-go.",,,['005:84'],"{'hasEmail': 'mailto:Jackie.haven@cnpp.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jackie Haven'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service, Department of Agriculture'}","['Calories', 'Fat', 'Food', 'Nutrients', 'Nutrition', 'health']",https://creativecommons.org/licenses/by/4.0,,2014-12-23,irregular,,"[{'downloadURL': 'http://www.cnpp.usda.gov/Innovations/DataSource/MyFoodapediaData.zip', 'mediaType': 'application/xml', '@type': 'dcat:Distribution', 'title': 'XML File'}]",USDA-FNS-00001
,,,,,National School Lunch Assistance Program Participation and Meals Served Data,,United States,['005:054'],,"The National School Lunch Program (NSLP) is a federally assisted meal program operating in public and nonprofit private schools and residential child care institutions. It provides nutritionally balanced, low-cost or free lunches to children each school day.  Information in this dataset consists of participation and lunches served.",,,['005:84'],"{'hasEmail': 'mailto:Tim.Kreh@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Tim Kreh'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service, Department of Agriculture'}","['Child', 'Free', 'Lunch', 'Meal', 'National', 'Program', 'School', 'States']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-02-24,R/P3M,,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/pd/slsummar.xls', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'National School Lunch Assistance Program Participation and Meals Served Data'}]",USDA-FNS-00010
,,,,,National School Lunch Program Direct Certification Improvement Study,,United States,['005:054'],,This study describes current methods of direct certification used by State and local agencies and the challenges that State and local education agencies face in attaining high matching rates.  The study presents the analysis of unmatched records in order to provide a better understanding of the categorically eligible children who are not matched in the direct certification process and identifies potential matching process improvements that might increase the number of matched children.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Children', 'Direct Certification', 'FNS', 'Local Agencies', 'State']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-08-17,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/ops/NSLPDirectCertificationImprovement.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'National School Lunch Program Direct Certification Improvement Study'}]",USDA-FNS-71
,,,,,"National School Lunch Program: State Implementation Progress, School Year 2012–2013: Report to Congress",,United States,['005:056'],,"This report responds to the requirement of Public Law 110-246 to assess the effectiveness of State and local efforts to directly certify children for free school meals. Direct certification is a process conducted by the States and by local educational agencies (LEAs) to certify eligible children for free meals without the need for household applications. States and LEAs directly certified 12.3 million children at the start of SY 2012-2013, an increase of 740,000, or 6 percent, from the previous school year. Over the same period, the population of school-age SNAP participant children increased by just 1.5 percent. As a result, the share of SNAP participant children certified for free school meals without application increased to 89 percent in SY 2012-2013, up from 86 percent in SY 2011-2012.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Children', 'SNAP', 'States', 'free meals', 'school']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2013-06-12,,True,"[{'downloadURL': 'http://www.fns.usda.gov/direct-certification-national-school-lunch-program-state-implementation-progress-school-year-2012', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'National School Lunch Program: State Implementation Progress, School Year 2012\xe2\x80\x932013: Report to Congress'}]",USDA-FNS-33
,,,,,National and State Level Estimates of Special SNP for WIC Eligibles and Program Reach,,United States,['005:054'],,"This report offers updated estimates of the number of people eligible for WIC benefits in 2011, including (1) estimates by participant category (including children by single year of age) and coverage rates; (2) updated estimates in U.S. territories; and (3) confidence intervals. The national estimates presented in this report are based on a methodology developed in 2003 by the Committee on National Statistics of the National Research Council (CNSTAT). The report’s State-level estimates use a methodology developed by the Urban Institute that apportions the national figures using data from the American Community Survey",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['FNS', 'WIC', 'children', 'infant', 'women']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-03-15,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/WICEligibles2011Volume1.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'National and State-Level Estimates of Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) Eligibles and Program Reach, 2011'}]",USDA-FNS-47
